Antibody Code,Antibody Name,Target Name,Pan or P-Site,Antibody Type,Target Full Name,Target Uniprot ID,Target Refseq ID
P90620 611321,,PPM1D (PP2Cd; WIP1),Pan-specific,,,O15297,
PG001,,PYK,Pan-specific,,,P46019,
PK001,,Abl,Y412,,Abelson proto-oncogene-encoded protein tyrosine kinases,P00519,NP_005148
PK002,,AMPKa1/2,T183,,5'-AMP-activated protein kinase subunit alpha 1/2,Q13131,NP_006242
PK003,,BMX (Etk),Y40,,Bone marrow X protein-tyrosine kinase,P51813,NP_001712
PK004,Btk,Btk,Y223,Rabbit polyclonal,Bruton's agammaglobulinemia tyrosine kinase,Q06187,NP_000052
PK005-1,CaMK2a,CaMK2a,T286,Rabbit polyclonal,Calcium/calmodulin-dependent protein-serine kinase 2 alpha,Q9UQM7,NP_741960
PK005-2,,CaMK2a,T286,,Calcium/calmodulin-dependent protein-serine kinase 2 alpha,Q9UQM7,NP_741960
PK006,,CDK1/2,T14+Y15,,Cyclin-dependent protein-serine kinase 1/2,P06493,NP_001777
PK007-1,,CDK1 (CDC2),Y15,,Cyclin-dependent protein-serine kinase 1; Cell division control protein 2 homologue,P06493,NP_001777
PK007-2,,CDK1/2,Y15,,Cyclin-dependent protein-serine kinase 1/2,P06493,NP_001777
PK007-3,,CDK1/2,Y15,,Cyclin-dependent protein-serine kinase 1/2,P06493,NP_001777
PK008,,CDK1/2,T161,,Cyclin-dependent protein-serine kinase 1/2,P06493,NP_001777
PK008-1,,CDK1 (CDC2),T161,,Cyclin-dependent protein-serine kinase 1; Cell division control protein 2 homologue,P06493,NP_001777
PK009,,EGFR,Y1068,,,P00533,
PK010,,EGFR,Y1172,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK010-2,,EGFR,Y1172,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK010-3,,EGFR,Y1172,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK011,,EGFR,Y1197,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK011-1,,EGFR,Y1197,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK013-1,,ErbB2 (HER2),Y1248,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
PK013-2,,ErbB2 (HER2),Y1248,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
PK014-PK015-1,,ERK1 (MAPK3; ERT2),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,
PK014-PK015-1',,ERK1 (MAPK3; ERT2),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,
PK014-PK015-2,,ERK1 (MAPK3; ERT2),Pan-specific,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,
PK014-PK015-3,ERK1/2,ERK1 (MAPK3),T202/Y204,Rabbit polyclonal,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,AAA36142.1
PK014-PK015-4,ERK1/2,ERK1 (MAPK3),PTEPY,Rabbit polyclonal,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,AAA36142.1
PK016,,Erk5 (MAPK7),T218+Y220,,Extracellular regulated protein-serine kinase 5 (Big MAP kinase 1 (BMK1)),Q13164,NP_620602
PK016-3,,Erk5 (MAPK7),T218+Y220,,Extracellular regulated protein-serine kinase 5 (Big MAP kinase 1 (BMK1)),Q13164,NP_620602
PK017,,FAK,Y397,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK017-1,,FAK,Y397,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK018-1,FAK,FAK (PTK2),Y576,Rabbit polyclonal,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK018-2,FAK,FAK (PTK2),Y576,Rabbit polyclonal,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK018-3,,FAK,Y576,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK019-1,,FAK,Y577,,,Q05397,
PK019-2,,FAK,Y577,,,Q05397,
PK020,,FAK,S722,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK020-2,FAK,FAK (PTK2),S722,Rabbit polyclonal,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK020-3,,FAK,S722,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK020-4,,FAK,S722,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK021,,FAK,S732,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598 
PK022,FAK,FAK (PTK2),S843,Rabbit polyclonal,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598 
PK022-2,,FAK,S843,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598 
PK024,,FAK,S910,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK025,,"GRK2 (BARK1, ADRBK1)",S670,,G protein-coupled receptor-serine kinase 2,P25098,NP_001610
PK026-PK027-1,,GSK3a,S21,,Glycogen synthase-serine kinase 3 alpha,P49840,NP_063937
PK028-PK029-1,,GSK3a,Y279,,Glycogen synthase-serine kinase 3 alpha,P49840,NP_063937
PK028-PK029-2,,GSK3a,Y279,,Glycogen synthase-serine kinase 3 alpha,P49840,NP_063937
PK030-PK031,,IKKa,S180,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
PK032,InsR,InsR (IR),Y972,Rabbit polyclonal,Insulin receptor,P06213,NP_000199
PK032-1,,IR (INSR),Y999,,Insulin receptor,P06213,NP_000199
PK033,,IR/IGF1R (INSR),Y1189/Y1190,,Insulin receptor / Insulin-like growth factor 1 receptor,P06213,NP_000866
PK034,JAK2,JAK2,Y1007+Y1008,Rabbit polyclonal,Janus protein-tyrosine kinase 2,O60674,NP_004963
PK034-1,JAK2,JAK2,Y1007+Y1008,Rabbit polyclonal,Janus protein-tyrosine kinase 2,O60674,NP_004963
PK034-2,,JAK2,Y1007+Y1008,,Janus protein-tyrosine kinase 2,O60674,NP_004963
PK035-1,,JNK1/2/3,T183 + Y185,,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1/2/3,P45983,NP_002741
PK035-2,,JNK1 (MAPK8),T183+Y185,,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1,P45983,NP_002741
PK035-3,JNK,JNK1 (MAPK8),T183/Y185,Rabbit polyclonal,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1,P45983,NP_002741
PK035-4,,JNK1/2/3,T183 + Y185,,Jun N-terminus protein-serine kinase (stress-activated protein kinase (SAPK)) 1/2/3,P45983,NP_002741
PK036,,Kit,Y703,,Kit/Steel factor receptor-tyrosine kinase,P10721,NP_006566
PK037,,Kit,Y730,,Kit/Steel factor receptor-tyrosine kinase,P10721,NP_006566
PK038,,Kit,Y936,,Kit/Steel factor receptor-tyrosine kinase,P10721,NP_006566
PK039,Lck,Lck,S158,Rabbit polyclonal,Lymphocyte-specific protein-tyrosine kinase,P06239,NP_005347
PK040,Lck,Lck,Y192,Rabbit polyclonal,Lymphocyte-specific protein-tyrosine kinase,P06239,NP_005347
PK041,Lck,Lck,Y505,Rabbit polyclonal,Lymphocyte-specific protein-tyrosine kinase,P06239,NP_005347
PK042-PK118,,LIMK1,Y507+T508,,LIM domain kinase 1,P53667,
PK042-PK144,,LIMK1,Y507+T508,,LIM domain kinase 1,P53667,NP_002305
PK043,,Lyn,Y508,,Yes-related protein-tyrosine kinase,P07948,NP_002341
PK044,MAPKAPK2,MAPKAPK2,T222,Rabbit polyclonal,Mitogen-activated protein kinase-activated protein kinase 2,P49137,NP_004750
PK045-PN007,,"MEK1 (MKK1, MAP2K1)",S218+S222,,MAPK/ERK protein-serine kinase 1 (MKK1); Dual specificity mitogen-activated protein kinase kinase 1,Q02750,NP_002746
PK046-1,,MEK1 (MAP2K1),T292,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK046-2,,MEK1 (MAP2K1),T292,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK046-3,,MEK1 (MAP2K1),T292,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK047-1,MEK1,"MEK1 (MKK1, MAP2K1)",S297,Rabbit polyclonal,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK047-2,,MEK1 (MAP2K1),S298,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK048-1,,MEK1 (MAP2K1),T386,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK048-2,,MEK1 (MAP2K1),T386,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK048-3,,MEK1 (MAP2K1),T386,,MAPK/ERK protein-serine kinase 1 (MKK1),Q02750,NP_002746
PK049,,MEK2 (MAP2K2),T394,,MAPK/ERK protein-serine kinase 2 (MKK2),P36507,AAH00471.1
PK049-2,,MEK2 (MAP2K2),T394,,MAPK/ERK protein-serine kinase 2 (MKK2),P36507,AAH00471.1
PK049-3,,"MEK2 (MKK2, MAP2K2)",T394,,MAPK/ERK protein-serine kinase 2 (MKK2); Dual specificity mitogen-activated protein kinase kinase 2,P36507,NP_109587.1
PK049-PK112-2,,MEK2 (MAP2K2),Pan-specific,,MAPK/ERK protein-serine kinase 2 (MKK2),P36507,AAH00471.1
PK050,,MEK2 (MAP2K2),T394,,MAPK/ERK protein-serine kinase 2 (MKK2) (mouse),P36507,NP_075627
PK051,,MEK3/6 (MAP2K3/6),S218/S207,,MAPK/ERK protein-serine kinase 3/6 (MKK3/6),P46734,NP_002747
PK051-1,,MEK3/6 (MAP2K3/6),S218/S207,,MAPK/ERK protein-serine kinase 3/6 (MKK3/6),P46734,NP_002747
PK051-2,,MEK3/6 (MAP2K3/6),S218/S207,,MAPK/ERK protein-serine kinase 3/6 (MKK3/6),P46734,NP_002747
PK051-3,,MEK3/6 (MAP2K3/6),S218/S207,,MAPK/ERK protein-serine kinase 3/6 (MKK3/6),P46734,NP_002747
PK051-4,,"MKK3 (MAP2K3, MEK3)",S218,,MAPK/ERK protein-serine kinase 3 beta isoform (MKK3 beta); Dual specificity mitogen-activated protein kinase kinase 3,P46734,NP_002747
PK052,,MEK4 (MAP2K4),S257+T261,,MAPK/ERK protein-serine kinase 4 (MKK4),P45985,NP_003001 
PK054,Met,Met,Y1003,Rabbit polyclonal,Hepatocyte growth factor (HGF) receptor-tyrosine kinase,P08581,NP_000236
PK054-2,Met,Met,Y1003,Rabbit polyclonal,Hepatocyte growth factor (HGF) receptor-tyrosine kinase,P08581,NP_000236
PK055,Met,Met,Y1230/Y1234/Y1235,Rabbit polyclonal,Hepatocyte growth factor (HGF) receptor-tyrosine kinase,P08581,NP_000236.
PK055-1,,Met,Y1230+Y1234+Y1235,,Hepatocyte growth factor (HGF) receptor-tyrosine kinase,P08581,NP_000236.
PK056,MLK3,MLK3,T277+S281,Rabbit polyclonal,Mixed-lineage protein-serine kinase 3,Q16584,NP_002410
PK057,,Mnk1,T250+T255,,MAP kinase-interacting protein-serine kinase 1 (calmodulin-activated),Q9BUB5,NP_003675
PK058,,Msk1,S376,,Mitogen & stress-activated protein-serine kinase 1,O75582,NP_004746
PK060-1,,p38a MAPK,T180+Y182,,Mitogen-activated protein-serine kinase p38 alpha,Q16539,NP_001306
PK060-2,,p38a MAPK,T180+Y182,,Mitogen-activated protein-serine kinase p38 alpha,Q16539,NP_001306
PK060-3,,p38a MAPK,T180+Y182,,Mitogen-activated protein-serine kinase p38 alpha,Q16539,NP_001306
PK060-4,p38a MAPK,p38a MAPK (MAPK14),T180/Y182,Rabbit polyclonal,Mitogen-activated protein-serine kinase p38 alpha,Q16539,NP_001306
PK060-5,p38 pAb,p38a MAPK (MAPK14),PTGPY,Rabbit polyclonal,Mitogen-activated protein-serine kinase p38 alpha,Q16539,NP_001306
PK061,,PAK1 (PAKa),S141,,p21-activated kinase 1 (alpha) (Protein-serine/threonine kinase PAK 1),Q13153,NP_002567
PK062,PDGFRa,PDGFRa,Y742,Rabbit polyclonal,Platelet-derived growth factor receptor kinase alpha,P16234,NP_006197 
PK063,PDGFRa,PDGFRa,Y754,Rabbit polyclonal,Platelet-derived growth factor receptor kinase alpha,P16234,NP_006197 
PK064,PDGFRa/b,PDGFRa,Y572+Y574/Y579+Y581,Rabbit polyclonal,Platelet-derived growth factor receptor kinase alpha,P16234,NP_006197 
PK064-2,PDGFRa/b,PDGFRa,Y572/Y574,Rabbit polyclonal,Platelet-derived growth factor receptor kinase alpha,P16234,NP_006197 
PK065,PDGFRb,PDGFRb,Y716,Rabbit polyclonal,Platelet-derived growth factor receptor kinase beta,P09619,NP_032835
PK066,,PDK1,S241,,3-Phosphoinositide-dependent protein-serine kinase 1,O15530,NP_002604
PK067,,PKA Ca/b,T198,,cAMP-dependent protein-serine kinase catalytic subunit alpha/beta,P17612,NP_002721 
PK068,,PKA Cb,S339,,cAMP-dependent protein-serine kinase catalytic subunit beta,P22694,NP_002722  
PK069,,PKA R2a,S99,,cAMP-dependent protein-serine kinase regulatory type 2 subunit alpha,P13861,NP_523671 
PK070,PKA R2b,PKA R2b,S114,Rabbit polyclonal,cAMP-dependent protein-serine kinase regulatory type 2 subunit beta,P31323,NP_004148 
PK071-1,Akt1 (PKBa),Akt1 (PKBa),T308,Rabbit polyclonal,RAC-alpha serine/threonine-protein kinase,P31749,NP_005154
PK071-2,,PKBa (Akt1),T308,,Protein-serine kinase B alpha,P31749,NP_005154
PK071-6,,Akt1 (PKBa),S473/S474/S472,,RAC-alpha serine/threonine-protein kinase,P31749,NP_005154
PK071-7,,Akt1 (PKBa),S473/S474/S472,,RAC-alpha serine/threonine-protein kinase,P31749,NP_005154
PK071-8,,Akt1 (PKBa),T450/T451/T447,,RAC-alpha serine/threonine-protein kinase,P31749,NP_005154
PK072-1,,PKBa (Akt1),S473,,Protein-serine kinase B alpha,P31749,NP_005154
PK072-2,Akt1 (PKBa),Akt1 (PKBa),S473,Rabbit monoclonal,RAC-alpha serine/threonine-protein kinase,P31749,NP_005154
PK072-3,,PKBa (Akt1),S473,,Protein-serine kinase B alpha,P31749,NP_005154
PK072-4,Akt1 (PKBa),Akt1 (PKBa),S473,Rabbit polyclonal,RAC-alpha serine/threonine-protein kinase,P31749,NP_005154
PK072-5,,PKBa (Akt1),S473,,Protein-serine kinase B alpha,P31749,NP_005154
PK073,,PKCa,S657,,Protein-serine kinase C alpha,P17252,NP_002728
PK074,,PKCa/b2,T638/T641,,Protein-serine kinase C alpha/beta 2,P17252,NP_002728
PK075,,PKCb1/2,T500,,Protein-serine kinase C beta 1/2,P05771,NP_997700
PK075-1,,PKCb1/2,T500,,Protein-serine kinase C beta 1/2,P05771,NP_997700
PK075-2,,PKCb1/2,T500,,Protein-serine kinase C beta 1/2,P05771,NP_997700
PK076,PKCb2,PKCb2 (PRKCB2),T641,Rabbit polyclonal,Protein-serine kinase C beta 2,P05771,NP_002729
PK076-2,,PKCb2,T642,,Protein-serine kinase C beta 2,P05771,NP_002729
PK076-3,,PKCb2,T642,,Protein-serine kinase C beta 2,P05771,NP_002729
PK077-1,,PKCd,Y313,,Protein-serine kinase C delta,Q05655,NP_006245
PK077-2,,PKCd,Y313,,Protein-serine kinase C delta,Q05655,NP_006245
PK078,,PKCd,T507,,Protein-serine kinase C delta,Q05655,NP_006245
PK079,PKCd,PKCd (PRKCD),S645,Rabbit polyclonal,Protein-serine kinase C delta,Q05655,NP_006245
PK079-1,,PKCd,S645,,Protein-serine kinase C delta,Q05655,NP_006245
PK080,,PKCd,S664,,Protein-serine kinase C delta,Q05655,NP_006245
PK081-1,,PKCe,S729,,Protein-serine kinase C epsilon,Q02156,NP_005391 
PK081-2,PKCe,PKCe (PRKCE),S729,Rabbit polyclonal,Protein-serine kinase C epsilon,Q02156,NP_005391 
PK082-1,,PKCg,T514,,Protein-serine kinase C gamma,P05129,NP_002730 
PK082-2,,PKCg,T514,,Protein-serine kinase C gamma,P05129,NP_002730 
PK083,,PKCg,T655,,Protein-serine kinase C gamma,P05129,NP_002730 
PK084,,PKCg,T674,,Protein-serine kinase C gamma,P05129,NP_002730.1 
PK085,,PKCh,T655,,Protein-serine kinase C eta,P24723,NP_006246
PK086,PKCh,PKCh (PRKCH),S674,Rabbit polyclonal,Protein-serine kinase C eta,P24723,NP_006246
PK086-2,PKCh,PKCh (PRKCH),S674,Rabbit polyclonal,Protein-serine kinase C eta,P24723,NP_006246
PK087,,PKCi (PRKCiota),T564,,Protein-serine kinase C lambda/iota,P41743,NP_002731
PK088,,PKCq,T538,,Protein-serine kinase C theta,Q04759,NP_006248
PK089,PKCq,PKCt (PRKCQ),S676,Rabbit polyclonal,Protein-serine kinase C theta,Q04759,NP_006248
PK089-1,,PKCq,S676,,Protein-serine kinase C theta,Q04759,NP_006248
PK090,PKCq,PKCt (PRKCQ),S695,Rabbit polyclonal,Protein-serine kinase C theta,Q04759,NP_006248
PK090-1,,PKCq,S695,,Protein-serine kinase C theta,Q04759,NP_006248
PK091,,PKCz/l,T410/T412,,Protein-serine kinase C zeta/lambda,Q05513,NP_002735
PK092,,PKCm (PKD),S738+S742,,Protein-serine kinase C mu (Protein kinase D),Q15139,NP_002733
PK093-1,,PKCm (PKD),S910,,Protein-serine kinase C mu (Protein kinase D),Q15139,NP_002733
PK093-2,,PKCm (PKD),S910,,Protein-serine kinase C mu (Protein kinase D),Q15139,NP_002733
PK094,PKR1,PKR1 (PRKR; EIF2AK2),T451,Rabbit polyclonal,Double-stranded RNA-dependent protein-serine kinase,P19525,NP_002750
PK094-2,PKR1,PKR1 (PRKR; EIF2AK2),T451,Rabbit polyclonal,Double-stranded RNA-dependent protein-serine kinase,P19525,NP_002750
PK095-PK096,,PRK1 (PKN1),T774,,Protein kinase C-related protein-serine kinase 1,Q16512,NP_002732
PK097,PYK2,PYK2 (PTK2B),Y579,Rabbit polyclonal,Protein-tyrosine kinase 2,Q14289,NP_004094
PK097-2,PYK2,PYK2 (PTK2B),Y579,Rabbit polyclonal,Protein-tyrosine kinase 2,Q14289,NP_004094
PK097-3,,Pyk2,Y579,,Protein-tyrosine kinase 2,Q14289,NP_004094
PK098,Raf1,Raf1,S259,Rabbit polyclonal,Raf1 proto-oncogene-encoded protein-serine kinase,P04049,NP_002871
PK099,,"RSK1 (RPS6KA1, p90RSK)",S221/S227,,Ribosomal S6 protein-serine kinase 1; Ribosomal protein S6 kinase alpha 2,Q15418,NP_002944
PK100,,"RSK1 (RPS6KA1, p90RSK)",S363/S369,,Ribosomal S6 protein-serine kinase 1; Ribosomal protein S6 kinase alpha 2,Q15418,NP_002944
PK100-2,,RSK1/2,S363/S369,,Ribosomal S6 protein-serine kinase 1/2,Q15418,NP_002944 
PK101-1,,RSK1/2,S380/S386,,Ribosomal S6 protein-serine kinase 1/2,Q15418,NP_002944 
PK101-2,,RSK1/2,S380/S386,,Ribosomal S6 protein-serine kinase 1/2,Q15418,NP_002944 
PK102,,RSK1/2/3,T573/T577/T570,,Ribosomal S6 protein-serine kinase 1/2/3,Q15418,NP_002944
PK103,,RSK1/3,T359+S363/T356+S360,,Ribosomal S6 protein-serine kinase 1/3,Q15418,NP_002944
PK104,,S6Ka,T229,,,P23443,
PK105,,S6Ka,T421+S424,,,P23443,
PK106,,S6Ka,T389,,,P23443,
PK107,,Src,Y419,,Src proto-oncogene-encoded protein-tyrosine kinase,P12931,NP_005408
PK108,,Src,Y530,,Src proto-oncogene-encoded protein-tyrosine kinase,P12931,NP_005408
PK109,,ZAP70/Syk,Y319/Y352,,"Zeta-chain (TCR) associated protein-tyrosine kinase, 70 kDa/Spleen protein-tyrosine kinase",P43403,NP_001070
PK110,VEGFR2,VEGFR2 (KDR),Y1054,Rabbit polyclonal,Vascular endothelial growth factor receptor-tyrosine kinase 2 (Flk1),P35968,NP_002244 
PK111,VEGFR2,VEGFR2 (KDR),Y1054/Y1059,Rabbit polyclonal,Vascular endothelial growth factor receptor-tyrosine kinase 2 (Flk1),P35968,NP_002244 
PK111-2,VEGFR2,VEGFR2 (KDR),Y1054/Y1059,Rabbit polyclonal,Vascular endothelial growth factor receptor-tyrosine kinase 2 (Flk1),P35968,NP_002244 
PK112,,MEK2 (MAP2K2),Pan-specific,,MAPK/ERK protein-serine kinase 2 (MKK2),P36507,
PK113,ZAP70,ZAP70,Y315/Y319,Rabbit polyclonal,"Zeta-chain (TCR) associated protein-tyrosine kinase, 70 kDa",P43403,NP_001070
PK115,ATM PK,ATM,S1981,Rabbit polyclonal,Ataxia telangiectasia mutated,Q13315,NP_000042
PK116,mTOR,mTOR (FRAP),S2448,Rabbit monoclonal,Mammalian target of rapamycin (FRAP),P42345,NP_004949
PK117,,Plk1,T210,,Polo-like protein-serine kinase 1,P53350,NP_005021
PK118,,LIMK1,Y508/T505,,,P53667,
PK119,,Chk2,T68,,Checkpoint protein-serine kinase 2,O96017,NP_009125 
PK120,EGFR,EGFR (ErbB1),T678,Rabbit polyclonal,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK121,,EGFR,T693,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK122,EGFR,EGFR (ErbB1),Y1092,Rabbit polyclonal,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK122-1,,EGFR,Y1092,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK123,,EGFR,Y1110,,Epidermal growth factor receptor-tyrosine kinase,P00533,NP_005219
PK124,,EGFR,Y1197,,,P00533,
PK125,ErbB2 (HER2),"ErbB2 (HER2, Neu)",Y877,Rabbit polyclonal,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
PK126,,JAK1,Y1034,,Janus protein-tyrosine kinase 1,P23458,NP_002218
PK127,,MEK3 (MAP2K3),S218,,MAPK/ERK protein-serine kinase 3 (MKK3),P46734,NP_659732
PK128,SEK1/MKK4,"MKK4 (MAP2K4, MEK4)",S80,Rabbit polyclonal,MAPK/ERK protein-serine kinase 4 (MKK4),P45985,NP_003001
PK129,,MEK6 (MAP2K6),S207,,MAPK/ERK protein-serine kinase 6 (MKK6),P52564,NP_002749
PK130,,PAK1,T212,,p21-activated kinase 1 (alpha) (serine/threonine-protein kinase PAK 1),Q13153,NP_002567
PK131,PAK1/2/3,PAK1 (PAKa),T423/402/421,Rabbit polyclonal,p21-activated kinase 1 (alpha) (serine/threonine-protein kinase PAK 1),Q13153,NP_002567
PK132,,PKR1,T446,,Double-stranded RNA-dependent protein-serine kinase (EIF2AK2),P19525,NP_002750
PK133,,VEGFR2 (KDR),Y1214,,Vascular endothelial growth factor receptor-tyrosine kinase 2 (KDR),P35968,NP_002244 
PK134,,ErbB2 (HER2),T686,,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
PK135,ErbB2,"ErbB2 (HER2, Neu)",Y1112,Mouse monoclonal,ErbB2 (Neu) receptor-tyrosine kinase,P04626,NP_004439
PK136,,IR,Y972,,,P06213,
PK137,,RSK1,S363,,,Q15418,
PK139,,IGF1Rb/IRb,Y1161/Y1185,,Insulin-like growth factor 1 /Insulin receptorreceptor beta,P08069,NP_000866
PK143,,ASK1 (MAP3K5),S966,,Apoptosis signal regulating protein-serine kinase,Q99683,NP_005914 
PK145,,"p70S6K (S6Ka, RPS6KB1)",T252,,Ribosomal protein S6 kinase beta-1; Ribosomal protein S6 kinase 1,P23443,NP_003152
PK146,,S6Kb1,T444+S447,,Ribosomal protein serine S6 kinase beta 1,P23443,NP_003152
PK147,,S6Kb1,T412,,Ribosomal protein serine S6 kinase beta 1,P23443,NP_003152
PK148,,PKBa (Akt1),Y474,,Protein-serine kinase B alpha,P31749,NP_005154
PK149,,Lck,Y394,,Lymphocyte-specific protein-tyrosine kinase,P06239,NP_005347
PK150,,Kit,Y721,,Kit/Steel factor receptor-tyrosine kinase,P10721,NP_006566
PK151,,FAK,Y576/Y577,,Focal adhesion protein-tyrosine kinase,Q05397,NP_005598
PK152,,IGF1R,Y1280,,Insulin-like growth factor 1 receptor protein-tyrosine kinase,P08069,NP_000866
PK153,,IGF1R,Y1165/Y1166,,Insulin-like growth factor 1 receptor protein-tyrosine kinase,P08069,NP_000866
PK154,,IKKa,T23,,Inhibitor of NF-kappa-B protein-serine kinase alpha (CHUK),O15111,NP_001269
PK155,,MEK5 (MAP2K5),S311+T315,,MAPK/ERK protein-serine kinase 5 (MKK5),Q13163,NP_660143
PK156,,"p70S6K (S6Ka, RPS6KB1)",S447,,Ribosomal protein S6 kinase beta-1; Ribosomal protein S6 kinase 1,P23443,NP_003152
PK157,,RSK1,S363,,Ribosomal S6 protein-serine kinase 1,Q15418,NP_002944
PK158,,RSK1,T348,,Ribosomal S6 protein-serine kinase 1,Q15418,NP_002944
PK159,,Syk,Y323,,Spleen protein-tyrosine kinase,P43405,NP_003168
PK160,,TrkB,Y706,,BNDF/NT3/4/5 receptor- tyrosine kinase,Q16620,NP_006171
PK161,,VEGFR2 (KDR),Y1059,,Vascular endothelial growth factor receptor-tyrosine kinase 2 (KDR),P35968,NP_002244 
PK162,,Chk1,S280,,Checkpoint protein-serine kinase 1,O14757,NP_001265
PK163,,ErbB3,Y1328,,Tyrosine kinase-type cell surface receptor HER3,P21860,NP_001005915.1
PK164,,Bcr,Y177,,Breakpoint cluster region protein,P11274,NP_004318.3
PK165,,CDK6,Y13,,Cyclin-dependent protein-serine kinase 6,Q00534,NP_001250
PK166,,"p70S6K (S6Ka, RPS6KB1)",S434,,Ribosomal protein S6 kinase beta-1; Ribosomal protein S6 kinase 1,P23443,NP_003152
PK167,,CK2a,T360/S362,,Casein protein-serine kinase 2 alpha/ alpha prime,P68400,NP_001887
PK168-PK169,,Erk1 (MAPK3)+ Erk2 (MAPK1),Y204,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
PK170-PK171,,Erk1 (MAPK3)+ Erk2 (MAPK1),T202,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase)+Extracellular regulated protein-serine kinase 2 (p42 MAP kinase),P27361,"AAA36142.1, NP_002736"
PK174,,"AurKA (Aurora A, AIK, STK15)",T288,,Aurora Kinase A (serine/threonine protein kinase 6),O14965,NP_001310232.1
PK175,,ASK1 (MAP3K5),S83,,Apoptosis signal regulating protein-serine kinase 1,Q99683,NP_005914
PK177,,Abl (Abl1),Y413,,Abelson murine leukemia viral oncogene homologue 1,P00519,NP_005148
PK178,,CaMK2a,T286,,Calcium/calmodulin-dependent protein-serine kinase 2 alpha,Q9UQM7,NP_741960.1
PK179,,CDK5,S159,,Cyclin-dependent protein-serine kinase 5,Q00535,NP_004926
PK180,,eEF2K,S366,,Eukaryotic elongation factor 2 kinase,O00418,NP_037434.1
PK182,,ERK1 (MAPK3),T202+Y204,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,NP_002737.2
PK183,,ERK1 (MAPK3),Y204,,Extracellular regulated protein-serine kinase 1 (p44 MAP kinase),P27361,NP_002737.2
PK184,,ERK5 (MAPK7),T219+Y221,,Extracellular regulated protein-serine kinase 5 (Big MAP kinase 1 (BMK1)),Q13164,NP_620602
PK186,,Fyn,T12,,Fyn proto-oncogene-encoded protein-tyrosine kinase,P06241,NP_002028
PK187,,GSK3a,S21,,Glycogen synthase-serine kinase 3 alpha,P49840,NP_002084
PK188,,GSK3b,S9,,Glycogen synthase-serine kinase 3 beta,P49841,NP_002084
PK189,,IKKg (NEMO),S376,,I-kappa-B kinase gamma/NF-kappa-B essential modulator,Q9Y6K9,NP_001093327.1
